hash,repository_name,qwenmax_optimization_summary_final,qwenmax_is_generic_optimization_final,dsv3_optimization_summary_final,dsv3_is_generic_optimization_final
887e0e9e161382051e77ebd9bde8d23a016c182c,NyuziProcessor,The optimization culls triangles outside the view frustum to avoid unnecessary processing.,False,The optimization strategy involves culling triangles that are outside the view frustum to reduce unnecessary rendering calculations.,False
3e23c26d5a82fccf4b40bb07055566f8b54553f4,SkyEmu,The optimization strategy avoids redundant calls to `strlen` on the same string by caching its result.,True,The optimization strategy involves avoiding repeated calls to `strlen` on the same string to reduce redundant computations.,True
366f6292ee8d171383dcc5a50eb5dc02bb795f70,v8,The optimization strategy involved re-enabling a previously disabled feature (IC support for namespace accesses) to restore performance improvements.,False,The optimization strategy involved re-enabling IC (Inline Caching) support for namespace accesses to restore baseline performance after testing.,False
0f749322d03b1f13e7d9202d571da46b29ce32b4,rusefi,The optimization strategy involved reducing unnecessary polling iterations by introducing an early exit condition based on a timeout.,False,The optimization strategy involves speeding up the polling status function by implementing a timeout exit mechanism to reduce unnecessary waiting.,True
03cf57db62cb6234539a770f6b54f67c562d5232,scylladb,The optimization strategy involves initializing thread-specific static instances of `std::random_device` once to avoid the overhead of constructing it repeatedly in the `gensalt` function.,True,The optimization strategy involves initializing thread-specific static instances of `std::random_device` once to avoid the overhead of repeated constructor calls during every invocation of the `gensalt` function.,True
2356e47b9b6f7486373b3da0b1a5d2902fe0839c,Paddle-Lite,The optimization strategy involved improving the matrix multiplication implementation for XPU by leveraging more efficient memory access patterns or hardware-specific optimizations.,False,The optimization strategy involved improving the matrix multiplication (matmul) implementation on XPU hardware to enhance performance.,False
025b85b4ac078110302c039556e4c12ba8e7a731,rocksdb,The optimization strategy involved reducing the computational workload in a test case by decreasing the amount of data processed to avoid timeouts caused by slow compression algorithms.,False,The optimization strategy involved reducing the amount of work performed by bzip in the test to avoid timeouts by decreasing the workload.,False
5154894e093b2c3652f5f35fb32b9fd75486ddd4,httpd,The optimization strategy involves immediately destroying buckets after they are used to reduce memory consumption proportional to the response size.,False,The optimization strategy involves destroying buckets immediately after they are used to reduce memory consumption proportional to the size of the response.,False
169c935c243782ba615de0b36947b45fa3259623,rockbox,The optimization strategy involved restructuring the FLAC-codec buffer handling to avoid unnecessary data copying by directly managing memory allocation and usage.,False,The optimization strategy involved modifying the FLAC-codec buffer requesting to eliminate the need for extra copying.,False
0e09f5f3c9dbefc9caa8084691e3ce369e2d181b,buddy_alloc,The optimization strategy reduces unnecessary operations by utilizing all suitable tree depths instead of just the last one in the `buddy_toggle_virtual_slots` function.,False,The optimization strategy involves reducing the number of operations in `buddy_toggle_virtual_slots` by utilizing all suitable tree depths instead of just the last one.,False
f7d7c246b8b76cbd4440b9c1665f0ccaa57e9880,theseus-ship,The optimization strategy replaced a functor-based search with a const-iterator loop to reduce overhead and improve performance in checking a large list of windows.,True,The optimization strategy replaced a functor-based loop with a const-iterator-based loop to reduce overhead when checking a large list of windows.,True
9bd0e887ae539498cd832b7adc66a08a751477f4,QGIS,The optimization strategy used was replacing a QList with a QSet to improve the performance of field value listing by leveraging faster lookup times.,True,The optimization strategy used involves replacing a list with a QSet to speed up the listing of field values in the search dialog by leveraging faster lookup times.,True
94b4194b11a6f04a056b05d504b734492c4967ad,BambuStudio,The optimization strategy involved improving the efficiency of traversing extrusions by reducing redundant calculations or iterations in the `traverse_extrusions` function.,False,The optimization strategy involved improving the efficiency of handling overhangs in the arachne algorithm by refining the traversal of extrusions.,False
790de7f47b7919f944dfb39956405c34b4bb486b,hackrf,The optimization strategy involves interrupting the event handling thread directly instead of waiting for a timeout to improve responsiveness and reduce latency.,False,The optimization strategy involves interrupting the event handling thread immediately rather than waiting for a timeout to achieve a faster exit.,False
385d441d0ee8643d081e07d629ca99d1e20d20e2,MySensors,The optimization strategy involved reducing unnecessary data processing during the signing presentation phase to improve performance.,False,The optimization strategy involved speeding up the signing presentation phase by improving the signing process in the `signerPresentation` function.,False
afee2380c105c37e440aaa9ec588cd27189bc18e,lustre-release,"The optimization strategy replaces a potentially slower `memcmp()` with the more efficient `memchr_inv()` to check if a memory region is all zeros, reducing cache and CPU overhead.",True,"The optimization strategy replaces `memcmp()` with `memchr_inv()` to check if a memory region is all zeros, leveraging a potentially faster and more cache-efficient method.",True
6f8ba0f8128e42ae9bb34b70d2d6f72cdda7ad0b,despacer,"The optimization strategy used SIMD (Single Instruction, Multiple Data) instructions to improve the performance of a function by processing multiple data elements in parallel.",True,The optimization strategy involved improving the comparison logic in the `despace_ssse3_lut_1kb` function to enhance performance.,True
0d706a22479dd972f47a680a6a4bc78d49e3cea2,slurm,The optimization strategy used was to replace multiple individual memory copy operations with a single `memcpy` call to improve efficiency.,True,The optimization strategy used was consolidating multiple memory copy operations into a single `memcpy` call to reduce overhead.,True
abf6ff5787c376884b1638a69cf45472b3d32c56,SCP-firmware,The optimization strategy involved removing unnecessary function calls to reduce memory usage.,False,The optimization strategy involved removing calls to `fwk_module_check_call` to reduce memory footprint.,False
bbea256f4e88987dde81b3eeecb9c72449381be1,brltty,The optimization avoids unnecessary blinking of capital letters by directly setting the text attribute without toggling.,False,The optimization strategy involved improving the efficiency of handling non-blinking capital letters by reducing unnecessary operations in the `translateScreenCharacterText` function.,False
311835517791f7a69b14bbd4085e537dad94c36f,helenos,The optimization strategy involved iterating backwards through the runqueue and reducing the number of lock operations from two to one per runqueue.,False,The optimization strategy involves iterating backwards and locking each runqueue once instead of twice to reduce locking overhead.,True
65d5232209cae7d131fd97dba624b3ee7e3ad447,kvm-guest-drivers-windows,The optimization strategy reduces memory allocation by bounding the number of queues based on the actual device-offered queues rather than the maximum CPUs.,False,The optimization strategy reduces memory allocation by adjusting the queue size based on the actual number of queues offered by the device rather than the maximum number of CPUs.,False
7dd968163f7c12bcb2132792bf873133b397a2d2,kmsan,"The optimization strategy replaces the generic __bitmap_equal function with memcmp for large bitmaps where the size is a multiple of BITS_PER_LONG, leveraging architecture-specific optimizations for improved performance.",False,"The optimization strategy replaces the custom bitmap comparison logic with `memcmp` for large bitmaps, leveraging hardware-specific optimizations for faster execution.",True
c9eb186bbdb99adc21f13a503f37ffbbfe903bd9,HPCC-Platform,The optimization strategy involved improving the efficiency of removing a memory callback by reducing unnecessary operations or iterations.,False,The optimization strategy involves improving the efficiency of removing a memory callback by streamlining the process within the `removeRowBuffer` function.,False
7635d2fd7f0fa63b6ec03050614c314d7139f14a,android_kernel_oneplus_msm8998,The optimization strategy involves using a high-priority workqueue (`system_highpri_wq`) instead of a standard one (`system_wq`) to reduce latency in CPU down processing by ensuring faster execution of critical tasks.,False,The optimization strategy involves using a high-priority workqueue (`system_highpri_wq`) instead of a standard workqueue (`system_wq`) to reduce latency in CPU down processing.,True
2c165333d6db47195d79f22798a3eb6ac5279e80,akaros,"The optimization strategy involves setting the Qstarve flag to avoid expensive wakeup calls when the queue is empty, reducing unnecessary overhead.",False,The optimization strategy involves setting the Qstarve flag to track queue status and avoid expensive wakeup calls when the queue is empty.,False
082aa141b08784f4f05a70d3dbf54a645967115d,gemrb,The optimization strategy involves reducing the frequency of calls to a computationally expensive function by invoking it only when necessary.,False,The optimization strategy involves reducing the frequency of calls to the `NormalizeDeltas` function within the `DoStep` method to improve performance.,False
f577281313ab72c456208d7a94e793b8264d06d0,odgi,"The optimization strategy involves restricting the sorting process to only optimize the graph structure, avoiding unnecessary operations on other components.",False,"The optimization strategy involves restricting graph operations to only those necessary for graph optimization, reducing unnecessary computations.",False
6835dedb5bbebeadb1ee9f82f87f38a0e47e3171,BsodSurvivor,"The optimization strategy replaces a less efficient signed modulo operation with a more efficient sequence of bitwise and arithmetic operations, reducing instruction count and improving performance.",True,The optimization strategy replaces a signed modulo operation by 2 or -2 with a more efficient sequence of bitwise and arithmetic operations to reduce instruction count and improve performance.,True
f9cfc6a808c9dc3ab7366edb10368559155d5172,rocksdb,"The optimization avoids fetching an unnecessary uncompression dictionary for non-data blocks in partitioned index scenarios, reducing redundant operations.",False,The optimization strategy involves avoiding the fetching of the uncompression dictionary for non-data blocks when partitioned index and dictionary compression are enabled.,False
52283a50dcb6e88fcdaedbbcb54dfbda9ac5bbfa,ppsspp,The optimization strategy involved restructuring the file opening logic to reduce unnecessary overhead in non-async operations by avoiding redundant checks and improving timing efficiency.,False,The optimization strategy involved improving the timing of non-async open operations in the `sceIoOpen` function.,False
befafed5757fe80dd2a2e3cc3739e14a0cd11e29,cheribsd,"The optimization removes unnecessary operations on fictitious pages by leveraging their always-wired property, avoiding redundant queue manipulations.",False,"The optimization strategy removes unnecessary operations for fictitious pages by leveraging the fact that they are always wired, thus avoiding redundant attempts to remove them from page queues.",False
21900ad3e13e8533e85f4c2c21c4e56c1de9bb65,kicad-source-mirror,"The optimization strategy avoids unnecessary data copying by maintaining `std::move` semantics during function calls, ensuring efficient handling of model names.",True,"The optimization strategy used is maintaining `std::move` to avoid unnecessary copying of data, particularly in caching library models.",True
abe1c2d55511823beb9a5d2522f68804d94df7be,rhodes,The optimization strategy involved reducing the frequency of a resource-intensive operation during Bluetooth disconnection handling on the WM platform.,False,The optimization strategy involved fixing a low performance issue after a lost Bluetooth connection on the WM platform by modifying the `RhoBluetoothManager::runThreadReadData` function.,False
d9a4055174862c87c737685eb554429e2cd985d2,samba,"The optimization strategy involved correcting the ""max data count"" value in SMB transacts to a static, larger value instead of incorrectly setting it to the number of bytes being sent, thereby improving RPC client performance.",False,"The optimization strategy involved correcting the ""max data count"" value in SMB transacts to a static value of 1024 to improve RPC client performance.",False
91589d9799d38db7413b57126748cba7253fcf9a,gzdoom-rt,The optimization strategy reorders conditional checks to prioritize more likely conditions based on assumptions about the ML_DRAWFULLHEIGHT flag's rarity.,False,The optimization strategy involved reordering conditional checks to prioritize the less likely condition (ML_DRAWFULLHEIGHT flag) after more probable conditions to reduce unnecessary evaluations.,True
7f61ad79389fcd28c82f068701c3fff18bc3e4b6,gstreamer-vaapi,The optimization eliminates redundant checks by leveraging the implication that a set dmabuf allocator guarantees the internal dmabuf flag is TRUE.,False,"The optimization strategy involves removing redundant checks by leveraging the implication that a dmabuf allocator being set ensures the internal dmabuf flag is TRUE, thus eliminating the need to evaluate the allocator address.",True
2a857a4db36c50d42cc0aca8046c1101324d9948,rondb,"The optimization strategy fixed a bug in the hash calculation function to ensure correct hash values for composite keys, improving the performance of COUNT DISTINCT operations.",False,The optimization strategy involved fixing a hash calculation function to correctly compute hash values for composite keys instead of always returning the hash value of the last field.,False
ce69ca12b99952f836e0dd559eee1b7ad8506e6d,mindspore,The optimization strategy involved restructuring the logic in MinimumMaximumGrad to reduce redundant computations and improve efficiency.,False,The optimization strategy involved improving the performance of the MaximumGrad and MinimumGrad functions by refining their gradient computation logic.,False
2611f98b369358fe40134ff9fc779bca695c2361,angle,The optimization strategy involves conditionally adding the VK_IMAGE_USAGE_STORAGE_BIT only when necessary to avoid unnecessary performance overhead.,False,The optimization strategy involves conditionally adding the VK_IMAGE_USAGE_STORAGE_BIT only when necessary to avoid its negative performance impact.,False
06d9e908b2248f983b186aaf569c58e1430db85d,android_kernel_oneplus_msm8998,"The optimization ensures the ladder governor consistently checks and respects latency requirements during each idle call, rather than only during C-state promotions.",False,"The optimization strategy involves modifying the ladder governor to check and adjust C-states based on latency requirements during each idle call, rather than only during state promotions.",False
151c99b1de34c0308c444dd3fd9c78b037bb7620,swiftshader,The optimization strategy avoids redundant texture sampling calls by performing a single sample when the Lod value is uniform across all samples.,False,The optimization strategy involves reducing redundant texture sample calls by performing a single sample when the Lod value is constant across all samples.,False
620b3fa197e899e8ccc8c8dfd3993ad0518a7841,mantid,The optimization strategy involved reducing redundant calculations within the `interceptSurface` function by caching and reusing intermediate results.,True,The optimization strategy involved reducing the number of redundant calculations by caching frequently accessed values within the `CSGObject::interceptSurface` function.,True
0359b365c6aaf1303244b064acc84c493cc0e730,xen,"The optimization strategy refactors the `pv_cpuid()` function to reduce code divergence by unifying handling paths for dom0 and domU, applying consistent sanity checks, and replacing an O(M*N) loop with a direct CPUID instruction execution.",False,"The optimization strategy involved combining separate code paths for dom0 and domU in pv_cpuid() to reduce divergence and complexity, and replacing an O(M*N) loop with a real CPUID instruction for calculating CPUID.0xD[ECX=0].EBX.",False
184c8ab5342450c4ae6fc5d937f9bb06c620dcf1,mptcp,The optimization strategy involves unthrottling priority-inherited (PI) boosted threads during enqueue to prevent system deadlocks caused by runnable but unenqueued threads.,False,The optimization strategy involves unthrottling PI (Priority Inheritance) boosted threads during enqueuing to prevent system crashes caused by runnable but unenqueued tasks holding locks.,False
7011ddd6528ce75491228efc001790090a8bb947,v8,A fast-path was added to reduce the overhead of reloading accessor property information by avoiding unnecessary computations when the property information is already available.,False,The optimization strategy involves adding a fast-path for reloading accessor property information to improve performance.,True
0418d13e725acf62b7dbd851f5b4884e83aa7d72,hackrf,"The optimization strategy involved adding a dummy byte to align timing for the w25q80bv fast read command, reducing potential delays.",False,Added a dummy byte to the fast read command to improve timing synchronization.,False
cfa45836951d948eb9c4c76c5d5f97bbfbb514e3,monero,The optimization strategy involved improving the initialization speed of the `perf_timer` by optimizing the `get_ticks_per_ns` function specifically for x86 architecture.,False,The optimization strategy involved speeding up the initialization of the performance timer on x86 architecture by improving the `get_ticks_per_ns` function.,False
1315776a6bc3999df21212cd314eb8c175aec4cf,ImageMagick6,The optimization strategy involved reducing redundant memory allocations and copies by reusing buffers in the ReadProfile function.,True,The optimization strategy involved reducing unnecessary memory allocations and improving data access patterns in the `ReadProfile` function to enhance performance.,True
b27eb7cb4f5b49b9e7c24deb6c1fb52908f63703,glsl-optimizer,The optimization reorders z/stencil fetch/extract/convert instructions to reduce execution cycles.,False,The optimization strategy involved reordering z/stencil fetch/extract/convert instructions to reduce execution time by 10 cycles.,False
0548bf4f5ad6fc3bd93c4940fa48078b34609682,android_kernel_oneplus_msm8998,The optimization avoids unnecessary calls to `_regulator_do_enable()` by checking if a regulator is already enabled before attempting to enable it during suspend/resume operations.,False,The optimization strategy involves skipping the _regulator_do_enable() call for already-enabled regulators during resume to avoid unnecessary operations and potential hidden bugs.,True
8558457143bfa76d61e0d2f715e40ec2ddb6ffc2,rocksdb,The optimization strategy involved moving variable initialization from the constructor body to the initialization list to improve performance by avoiding unnecessary default construction and assignment.,True,The optimization strategy involves initializing member variables in the constructor's initialization list instead of the constructor body to improve performance.,True
28ae2d69ecc270c182190557ef42937fe41a0d61,lightspark,The optimization strategy involved reducing redundant static method calls by caching or preloading them for faster access.,True,The optimization strategy involved improving the performance of static method calls by preloading functions to reduce overhead.,True
e6de9130d88d7737e4334b953578c08a90458716,newsboat,The optimization strategy involved replacing a loop that appended characters one by one with a more efficient bulk append operation to reduce function call overhead.,True,The optimization strategy involved enhancing the performance of the `strprintf` function by reducing unnecessary string copying and improving memory allocation efficiency.,True
2a47628b18b8c2b9aa7a27cb64028b84054f800d,red-viper,The optimization strategy involved reducing redundant setup operations in the drc_run function by reordering and consolidating initialization steps.,False,The optimization strategy involved reducing redundant calculations and improving memory access patterns in the DRC setup function.,True
e5e886bad9e9e87b767ade3884faec1cfdec9b43,kmsan,"The optimization introduces a cached state for blocking reads to eliminate unnecessary tree searches, improving performance by directly accessing the required state.",False,"The optimization strategy involves adding a cached state for blocking reads to eliminate unnecessary tree searches, improving performance by leveraging the existing state from lock_extent().",False
8268fa881fed2a2cd23566a7c962e6e6dfa60da6,server,The optimization strategy involved moving a function call (set_timespec) outside of a mutex-protected section to reduce contention and improve concurrency.,False,The optimization strategy involved moving the `set_timespec` function call outside of the `LOCK_thread_cache` mutex to reduce contention and improve performance.,True
737a3dc19275ac11d8a6225dbd03639e73b22fee,geeqie,"The optimization strategy reversed the logic in the duplicate file loading process to prevent items from being processed twice, thereby reducing redundant operations.",False,The optimization strategy involved reversing the logic to prevent items from being processed twice during file loading for duplicate detection.,False
38e08df7ef93121e4ef2d51a6f3c8576795773e9,libcuckoo,The optimization strategy involved dynamically adjusting the proportion of threads used for reading keys based on the load factor to better balance workload distribution.,False,The optimization strategy involved proportioning the number of threads based on the load factor instead of using a fixed half-and-half division for reading keys in and not in the table.,False
2353a510afecd50393f528ce0b53da13b8df7a56,tracetool,"The optimization strategy involved offloading the counting operation to SQLite instead of performing it in memory, reducing both time and memory usage.",False,"The optimization strategy involved offloading the counting of entries to SQLite instead of handling it in the application code, significantly reducing execution time and memory usage.",True
9c7a5f5efafaa01ccc57a82cc4619f433cbda699,gtk,The optimization strategy involved reducing redundant computations by caching and reusing results within the `get_cursor_color` function.,True,The optimization strategy involved reducing redundant calls to `GtkStyleContext` functions by caching frequently accessed properties.,True
5ecd14a31cad496e58fbc4aca9af0e9a001689d5,gui,"The optimization uses the `MSG_MORE` flag to batch non-final network message writes, reducing the number of TCP segments generated by combining data in the socket's transmit buffer.",False,The optimization strategy involves using the `MSG_MORE` flag in `send(2)` calls to reduce the number of TCP segments by buffering non-final network messages.,True
00dbbd5ce2f2b7c65e13589424263ba32cd068f1,magnum,"The optimization strategy replaces a potentially more expensive vector length computation with a dot product, which is computationally simpler.",True,"The optimization strategy involves using the dot product to compute vector length, which is more efficient than the previous method.",True
b3859a3cba6063433d12165397c0f669580f467e,angle,The optimization strategy disables a specific GPU-related performance optimization (glFlush deferral) for Qualcomm GPUs to address a performance regression on certain devices while retaining it for other GPUs.,False,The optimization strategy involves disabling the glFlush deferral optimization specifically for QualComm GPUs to address performance regression while keeping it enabled for other GPUs.,False
9a3ef4b53bc45515b6cd1f92b11aaca407b5ea7f,forestdb,The optimization strategy involves keeping auto-compacted files in the cache to avoid the performance cost of re-opening and potential crashes caused by freeing resources prematurely.,False,The optimization strategy involves keeping auto-compacted files warm in the cache to avoid slowdowns and crashes during file reopening.,False
eda01dc6089a430bb3dddf5360f0b8441b0933be,OpenRCT2,The optimization avoids redundant calculations by checking if the passed DPI matches the active DPI before proceeding with computations.,True,The optimization avoids redundant calculations by skipping the recalculation of DPI when the passed DPI matches the active DPI.,True
03fc3070457dc0e6a717a2e732af93ef1cb2ae51,android_kernel_oneplus_msm8998,The optimization avoids memory duplication by correctly marking roaming clients with TT_CLIENT_ROAM instead of TT_CLIENT_PENDING in the global translation table.,False,The optimization strategy involves changing the flag used to mark roaming clients from TT_CLIENT_PENDING to TT_CLIENT_ROAM to prevent unnecessary memory duplication.,False
0d169fed751b1f69e0fd86accd0dd0461d6be9de,aseprite,The optimization strategy involved reducing redundant text measurements and drawing operations in the `drawTextBox` function by caching and reusing calculated values.,True,The optimization strategy involved reducing redundant calculations and improving loop efficiency in the `drawTextBox` function.,True
340d8de9e14f8b27b5f42e99c7f4845f76330fc1,networkit,The optimization strategy involved reducing unnecessary computations in the `Matching::isProper` function by improving the logic to avoid redundant checks.,False,The optimization strategy involved improving the efficiency of the `Matching::isProper` function by reducing redundant checks and streamlining the logic.,True
05d4234208df0777ea8d8da9dceda200222d5a58,online,The optimization strategy involved reducing redundant message processing by directly forwarding client messages in a more efficient manner.,False,The optimization strategy involved improving the efficiency of client message forwarding by reducing unnecessary overhead in the message handling process.,False
0dad166a5c9bc7092f99e55baaec235d077db9ab,mppp,The optimization strategy avoids unnecessary string conversions in tests to improve performance.,True,The optimization strategy involved avoiding string conversions to improve test performance.,True
cd460f4da04c05d6ba93ccbbe294e948768f0937,ffmpeg,The optimization strategy involved reducing redundant computations and memory accesses within the `postprocess_current_frame` function by restructuring loops and minimizing unnecessary operations.,True,The optimization strategy involved reducing redundant calculations and improving memory access patterns in the `postprocess_current_frame` function.,True
454a0a700907f68a92521a73c3e7fe0b4243b05d,dpdk,"The optimization enables cache usage in single producer or consumer modes by bypassing unnecessary mempool flag checks, improving performance.",False,The optimization strategy involves enabling cache usage in specific single producer or consumer modes to improve performance by avoiding unnecessary flag checks.,False
440a57717bcc2a86a5e9800bce62e14d8115a001,android_kernel_google_wahoo,"The optimization strategy avoids applying an interactive boost when the interactive governor is not enabled, reducing unnecessary operations.",False,"The optimization strategy involves adding a conditional check to apply interactive boost only when the interactive governor is enabled, avoiding unnecessary operations.",True
8a891c565ce272be7aa43e8f99a81f0675f77100,kernel_xiaomi_sm8250,The optimization strategy skips unnecessary heavy checks for autorefresh when the feature is disabled to reduce CPU overhead.,False,The optimization strategy involves skipping heavy autorefresh checks when the autorefresh configuration is disabled to reduce CPU usage during display rendering.,False
7570fb07272aae0fc3e7bf03173c59a8baff0e03,oneDNN,The optimization strategy involved restructuring the initialization logic in `init_jcp` to improve performance for depthwise convolution on AVX512_CORE+ architectures.,False,The optimization strategy involved fixing a performance regression for depthwise convolution on AVX512 cores by adjusting the initialization parameters in the `init_jcp` function.,False
1d1849febc34535b4c957233a89a07095a46cd81,kdevelop,"The optimization avoids traversing proxy-contexts when collecting importers, significantly reducing complexity and UI-blocking delays.",False,The optimization strategy involves avoiding the traversal of proxy-contexts when searching for importers to reduce complexity and improve performance.,False
b42b97a5657f49c51f523f691e8a867708a38b80,android_kernel_xiaomi_sdm845,The optimization avoids redundant disk reads by computing the P block from DATA instead of re-reading it during RAID6 single-device recovery.,False,"The optimization strategy involves avoiding unnecessary re-reading of the P block in RAID6 recovery by computing it from the DATA block instead, reducing disk seeks and improving performance.",False
ffd961fc053419bc1eb37792c18ec98e7c3bc364,gcc-darwin-arm64,The optimization strategy merges entry tests into bit tests when possible and defers gimplification to enable optimal sequence generation for single tests.,False,The optimization strategy involves merging the entry test into the bit test when possible and delaying gimplification until the end when there is only one test to emit the optimal sequence.,True
590fb3529a27a2a652c74baa2c8bebad34ec5c42,harfbuzz,The optimization strategy reduces memory pressure by reusing existing data structures instead of creating new ones.,True,The optimization strategy involved reducing memory pressure by modifying the subset plan execution to minimize memory usage.,False
2e6fae2aad240fe6be8273cc53bc239ee920ee7c,OpenBLAS,The optimization strategy serializes accesses to parallelized level3 functions to prevent race conditions or resource contention when multiple callers invoke them concurrently.,False,The optimization strategy serializes access to parallelized level3 functions to prevent contention from multiple callers.,False
0431f9d476a1237f76e360998bc7605506651b84,haproxy,The optimization strategy involved implementing multi-byte skipping for parsing long header lines to reduce the number of iterations and improve performance on architectures supporting unaligned accesses.,False,The optimization strategy involves implementing multi-byte skipping for parsing long header lines to improve performance on architectures supporting unaligned accesses.,False
f404f9ffb49b307a52deeb92108249430afaf5ed,abc,The optimization strategy involved reducing unnecessary computations by skipping certain checks when they are guaranteed to be irrelevant.,False,The optimization strategy involved reducing unnecessary computations in the area-only mapping function by avoiding redundant checks and streamlining the node dropping logic.,False
04a17cce49dea5f8898ceaae812604d6f2ab0357,3DWorld,The optimization strategy involved replacing a computationally expensive normalization operation with a precomputed lookup table to reduce runtime calculations.,False,The optimization strategy involved reducing redundant calculations by caching frequently accessed values within the `terrain_hmap_manager_t::get_norm` function.,True
d438e1ec174bdf1474edcdf9902fe3cb14b8a1e2,rocksdb,The optimization strategy eliminates an unnecessary cache lookup in BlockBasedTable::NewRangeTombstoneIterator to reduce CPU overhead.,False,The optimization strategy involves removing an extra cache lookup in the BlockBasedTable::NewRangeTombstoneIterator() function to reduce CPU usage.,False
4e0712207945131b9b39203cb5efcb1f77910fca,MyScaleDB,The optimization strategy involved replacing `resize` with `reserve` in the `ColumnArray::get()` and `operator[]` methods to reduce unnecessary memory reallocations and improve performance.,True,The optimization strategy involved replacing `resize` with `reserve` in `ColumnArray::get()/operator[]` to avoid unnecessary initialization of elements.,True
d7b6acc03d03796e34ab0d293cc8be88b4657fda,Marlin,The optimization strategy involved replacing a division operation with a bitwise shift to improve the performance of setting PWM duty on LPC176x.,True,The optimization strategy involved reducing the number of register writes in the PWM duty cycle setting function to improve performance.,True
02e355469d233df46bdc4b83b34f1befc9c1bd97,v8,"The optimization strategy delays the ageing of code to prevent premature eviction from the cache, aiming to improve performance by keeping frequently used code alive longer.",False,The optimization strategy involves delaying the ageing of code to improve performance by keeping it alive longer.,False
d962acba55aa0c9d50515b767cbb1bfd327fc50e,autoware.universe,The optimization strategy involved reducing redundant computations by caching and reusing results within the `getOverlappedLaneletId` function.,True,The optimization strategy involved improving the efficiency of the `getOverlappedLaneletId` function by reducing redundant calculations and streamlining the logic for identifying overlapping lanelets.,True
df4663be6a9dd427ee0b73a1ea47d6791e5dfc53,llvm-leg,"The optimization strategy involves skipping unnecessary calls to `GetUnderlyingObject` by checking the address space upfront, reducing redundant computations during compilation.",True,"The optimization strategy involves skipping a function call (GetUnderlyingObject) when the address space is not private, reducing unnecessary computation during compilation.",True
e8dd2b3d505713c8fe224595812b9be37cb3acd9,fastclick,The optimization strategy replaced bit-field boolean variables with raw boolean variables to potentially improve performance while maintaining the same memory usage.,True,The optimization strategy involved replacing bitfield bools with raw bools to potentially improve performance while maintaining the same memory usage.,True
8e15cbcb2ad397a8f3c2e54e32dcf9311f3e61be,restbed,The optimization strategy involved simplifying the URI validation logic to reduce unnecessary computations and improve parsing speed.,True,The optimization strategy involved improving the speed of the `Uri::is_valid` function by enhancing its parsing logic.,False
e8c2f6cf154458e263f733f76bbf503f730fd1af,transmission,The optimization strategy involved leveraging libevent2's evbuffer API to improve the efficiency of JSON string serialization by reducing unnecessary memory operations.,False,The optimization strategy involves improving the serialization of JSON strings by leveraging libevent2's new evbuffer API.,False
dc5e65028a8e43432829bd0546ee14935a3cd415,kernel_xiaomi_sm8250,The optimization replaces a generic `memcpy` with an architecture-specific `copy_page` function to leverage hardware-optimized full-page copying.,False,The optimization strategy involves replacing `memcpy` with `copy_page` for full page copying to leverage architecture-specific optimizations.,True
92ce43309072e09bf558d91b1291067de67ced40,FreeRDP,The optimization strategy involved simplifying color conversion logic by reducing unnecessary computations and improving the efficiency of pixel processing.,True,The optimization strategy involved improving the efficiency of color conversion by reducing redundant calculations and streamlining the process in the 16bpp image conversion function.,True
25403c2265cb700462d59fa3cb9dbec85d25d48f,rocksdb,The optimization strategy involved adding explicit prefetch instructions to reduce cache line access overhead during filter lookups.,False,The optimization strategy involved adding explicit prefetch instructions to reduce filter lookup overhead by ensuring cache lines are prefetched for unaligned filter data.,True
6a3e71bcf6e0d44dda6d249c776800524e67b217,knot,"The optimization strategy involves searching for the RRSet from the end of the changeset to prioritize recently added RRs, reducing search times.",False,"The optimization strategy involves searching for the RRSet from the end of the changeset to prioritize the most recently added RRSet, improving search times.",True
45ecdf96ee5c1bc5ce3881518ac8fb0bda07ed06,llvm-leg,The optimization strategy avoids calling slow target-specific parsing code unless absolutely necessary by adding early checks for common cases.,False,"The optimization strategy involves delaying the execution of slow ARM and BPF target parsing code unless the architecture string is unusual, reducing unnecessary processing overhead.",False
d3cebd9ed6dee55fd4ec06d182e518ead255bde3,scribus,The optimization strategy involved improving the efficiency of encoding tensor patch data by reducing redundant computations or streamlining the encoding process.,False,The optimization strategy involved improving the encoding process of tensor patch data to enhance performance.,False
1699dbebf31f0b26a8408d24da3c7f3b113f0340,kmsan,The optimization strategy involved restructuring the logic in the ACPI global lock acquisition function to reduce unnecessary operations and improve efficiency.,False,The optimization strategy involved improving code generation in the ACPI global lock's acquisition function to enhance performance.,True
ddad2050928e29e8175d1a79431ec15b476da727,bind9,The optimization avoids redundant additions to the compression table and prevents unnecessary compression by always looking up names in the compression table while respecting disabled compression settings.,False,The optimization strategy involves avoiding unnecessary compression in the rrset when compression is disabled and preventing duplicate entries in the compression table by always looking up the name before adding it.,False
5e040d4b1a440b832c7b4cf8116eebcdff91909c,kmsan,"The optimization removes unnecessary scoring of IRQ moderation points for GRO_NORMAL packets, reducing CPU overhead during RX processing.",False,"The optimization strategy involved removing redundant scoring of interrupt moderation points for GRO_NORMAL packets, which was already handled during RX event processing, to reduce CPU usage.",False
